age,qx
0,0.0003911
1,0.0002025
2,0.000135
3,0.0001068
4,9.48e-05
5,9.06e-05
6,9.09e-05
7,9.38e-05
8,9.87e-05
9,0.0001052
10,0.0001141
11,0.0001277
12,0.0001509
13,0.0001911
14,0.0002557
15,0.0003486
16,0.0004682
17,0.0006352
18,0.0008963
19,0.0010702
20,0.0011606
21,0.0011614
22,0.0011614
23,0.0011071
24,0.001076
25,0.0010557
26,0.0010491
27,0.0010373
28,0.0010233
29,0.0010371
30,0.0010541
31,0.0010763
32,0.0011029
33,0.0011428
34,0.0011748
35,0.0012103
36,0.0012596
37,0.0013443
38,0.0014038
39,0.001458
40,0.0015362
41,0.001643
42,0.0017815
43,0.001898
44,0.0020322
45,0.0021748
46,0.0023466
47,0.0025429
48,0.0027966
49,0.0030327
50,0.0033904
51,0.0037727
52,0.0042051
53,0.0046575
54,0.0050194
55,0.0055152
56,0.0059796
57,0.0065447
58,0.0070133
59,0.0077397
60,0.0084372
61,0.009212
62,0.0098629
63,0.01069
64,0.0116459
65,0.012549
66,0.0135129
67,0.0143795
68,0.0156326
69,0.0167943
70,0.0183789
71,0.0202899
72,0.0226976
73,0.0254119
74,0.0280659
75,0.0298929
76,0.0326954
77,0.0358784
78,0.0398857
79,0.0429656
80,0.0479174
81,0.0528419
82,0.0586542
83,0.0638227
84,0.0694993
85,0.0773917
86,0.0847935
87,0.0943216
88,0.101914
89,0.113095
90,0.1207108
91,0.1284853
92,0.1389316
93,0.1502272
94,0.1624412
95,0.1756482
96,0.1899291
97,0.205371
98,0.2220684
99,0.2401233
100,0.2596462
101,0.2807563
102,0.3035828
103,0.3282651
104,0.3549543
105,0.3838133
106,0.4150187
107,0.4487611
108,0.485247
109,0.5246993
110,0.5673592
111,0.6134875
112,0.6633662
113,0.7173002
114,0.7756192
115,0.8386798
116,0.9068674
117,0.9805989
118,1.0
